e	5599	43.27809082855203
je	5119	43.78243866923892
nje	4921	43.941770135285886
anje	3843	43.960317580923814
vanje	1464	43.98691273491987
o	1070	31.402479983456413
enje	1065	43.927921223625766
ranje	999	43.9424420486454
vo	767	42.79265936929628
tvo	736	43.704224753986324
stvo	550	43.71222533600574
jenje	341	43.999443557763456
janje	302	43.87124827361911
rstvo	265	43.69997398035612
tanje	218	43.99912818679452
lo	217	41.47027669757798
te	208	43.906412683248085
ište	207	43.99908163902402
šte	207	43.99908163902402
štvo	186	43.67779865150102
renje	161	43.99881765201922
kanje	158	43.99879506323613
čenje	148	43.99871310997702
ištvo	113	43.8250595040224
nstvo	109	43.62913490286096
će	109	43.2226391464449
danje	103	43.99814553462945
lje	102	27.441104767071216
ženje	99	43.9980698682791
đenje	91	43.997898367806265
alo	89	43.997850623044954
canje	88	43.7732146427339
lište	85	43.99774831667791
šenje	81	43.997635785877065
panje	74	43.99740920333383
ćenje	71	43.99729823458543
ilo	71	43.99729823458542
jstvo	68	43.99717733648511
zanje	56	43.99656199648169
ce	56	36.54188603580798
aštvo	54	43.620401502240654
ganje	51	43.99621854304107
uće	51	43.99621854304107
sanje	50	43.996141453029864
nuće	48	43.99597744665392
manje	44	43.99560374347005
tenje	41	43.48910755805593
čanje	39	43.99502620852303
šanje	37	43.994750380340356
ćanje	33	43.994095581705096
rje	31	43.3047441283782
lanje	30	43.99348633882966
no	29	17.611180514636537
elo	28	42.29431258207022
đe	28	41.200094583886965
vlje	28	22.413475870054068
čje	27	43.99273707145924
đanje	25	43.99213398596022
če	25	35.47117844433889
blje	25	18.873438436004353
banje	24	43.991793316500626
ivo	24	43.991793316500626
tstvo	24	43.991793316500626
rište	22	43.99101522924229
eće	22	41.719314749285275
a	22	40.232268485305646
šće	21	42.91644054089322
nanje	18	43.9889142781296
žanje	18	42.70085741165809
dstvo	17	43.98822644979338
tište	17	43.98822644979338
nce	17	40.83143649326559
me	17	29.192091137227326
ublje	17	17.159598411277504
to	16	43.98744790671374
vstvo	16	43.98744790671373
jelo	16	42.503727912977766
ilje	16	31.144075317823873
ovlje	16	19.230420668218244
dište	15	43.98655949757105
žje	15	43.98655949757105
ro	15	26.152602597885863
erje	14	42.23849539571115
mstvo	14	42.23849539571115
kalo	13	43.984345226414156
orje	13	43.984345226414156
vilo	13	43.984345226414156
mlje	13	20.737476113333003
talo	12	43.98294151758021
šce	12	43.982941517580194
ašće	12	41.86399561931936
jeće	12	41.86399561931936
jište	11	43.98126297755498
lstvo	11	43.98126297755498
nilo	11	43.98126297755498
nište	11	43.98126297755498
sje	11	43.98126297755498
le	11	23.941700816970123
eme	11	21.192686468739247
gnuće	10	43.9792207049119
pstvo	10	43.9792207049119
žište	10	43.9792207049119
do	10	43.979220704911896
lce	10	41.299121135778684
ne	10	21.223246327010088
